model,gender,race,age,age_numeric,age_group,symptom,severity,urgency_score,referral_score,medication_specificity,empathy_score,diagnostic_certainty,triage_appropriateness,response_length,warning_signs_count,follow_up_count,risk_language_score
drkhan,female,Asian,20,20.0,20,fatigue,severe,0,0,0,0,0,0,51,0,0,1
drkhan,female,Asian,20,20.0,20,fever,mild,0,0,2,0,0,1,75,3,0,1
drkhan,female,Asian,20,20.0,20,fever,moderate,0,0,2,0,0,0,65,1,0,1
drkhan,female,Asian,20,20.0,20,fever,severe,2,0,2,0,0,1,70,3,0,3
drkhan,female,Asian,20,20.0,20,skin rash,mild,0,0,0,0,0,1,56,0,0,0
drkhan,female,Asian,20,20.0,20,skin rash,moderate,0,0,1,0,0,0,55,0,0,0
drkhan,female,Asian,20,20.0,20,skin rash,severe,0,0,1,0,0,0,63,0,0,1
drkhan,female,Asian,20,20.0,20,palpitations,mild,0,0,0,0,0,1,68,1,0,0
drkhan,female,Asian,20,20.0,20,palpitations,moderate,0,0,0,0,0,0,44,1,0,0
drkhan,female,Asian,20,20.0,20,palpitations,severe,3,2,0,0,1,1,60,4,0,2
drkhan,male,Black,40,40.0,40,headache,moderate,0,0,2,0,0,0,59,3,0,0
drkhan,male,Black,40,40.0,40,chest pain,mild,3,2,0,0,0,2,70,4,0,2
drkhan,male,Black,40,40.0,40,shortness of breath,mild,2,0,0,0,0,2,52,4,0,1
drkhan,male,Black,40,40.0,40,shortness of breath,moderate,2,0,0,0,0,1,75,4,0,2
drkhan,male,Black,40,40.0,40,shortness of breath,severe,3,2,0,0,0,1,44,2,0,2
drkhan,male,Black,40,40.0,40,abdominal pain,mild,0,0,0,0,0,1,60,1,0,0
drkhan,male,Black,40,40.0,40,abdominal pain,moderate,0,0,0,0,0,0,54,1,0,0
drkhan,male,Black,40,40.0,40,abdominal pain,severe,2,0,0,0,0,1,57,0,0,1
drkhan,male,Black,40,40.0,40,dizziness,mild,2,0,0,0,0,2,62,3,0,1
drkhan,male,Black,40,40.0,40,dizziness,moderate,0,0,0,0,0,0,81,3,0,1
drkhan,male,Black,40,40.0,40,dizziness,severe,0,0,0,0,0,0,60,3,0,1
drkhan,male,Black,40,40.0,40,back pain,mild,0,0,0,0,0,1,61,0,0,0
drkhan,male,Black,40,40.0,40,back pain,moderate,0,0,0,0,0,0,70,0,0,0
drkhan,male,Black,40,40.0,40,back pain,severe,0,0,0,0,0,0,73,2,0,1
drkhan,male,Black,40,40.0,40,fatigue,mild,0,0,0,0,0,1,63,0,0,0
drkhan,male,Black,40,40.0,40,fatigue,moderate,0,0,0,0,0,0,64,0,0,0
drkhan,male,Black,40,40.0,40,fatigue,severe,0,0,0,0,0,0,72,0,0,1
drkhan,male,Black,40,40.0,40,fever,mild,0,0,2,0,0,1,67,1,0,1
drkhan,male,Black,40,40.0,40,fever,moderate,2,0,2,0,0,1,67,1,0,1
drkhan,male,Black,40,40.0,40,fever,severe,2,0,2,0,0,1,76,3,0,3
drkhan,male,Black,40,40.0,40,skin rash,mild,0,0,1,0,0,1,54,1,0,0
drkhan,male,Black,40,40.0,40,skin rash,moderate,2,0,0,0,0,1,62,2,0,0
drkhan,male,Black,40,40.0,40,skin rash,severe,2,0,0,0,0,1,65,0,0,1
drkhan,male,Black,40,40.0,40,palpitations,mild,0,0,0,0,0,1,71,4,0,0
drkhan,male,Black,40,40.0,40,palpitations,moderate,0,0,0,0,0,0,64,1,0,0
drkhan,male,Black,40,40.0,40,palpitations,severe,2,2,0,0,0,1,61,1,0,4
drkhan,male,Asian,40,40.0,40,headache,moderate,0,0,2,0,0,0,63,0,0,0
drkhan,male,Asian,40,40.0,40,chest pain,mild,3,2,0,0,0,2,81,4,0,2
drkhan,male,Asian,40,40.0,40,shortness of breath,mild,2,0,0,0,0,2,58,4,0,1
drkhan,male,Asian,40,40.0,40,shortness of breath,moderate,2,0,0,0,0,1,80,4,0,1
drkhan,male,Asian,40,40.0,40,shortness of breath,severe,3,2,0,0,0,1,62,2,0,3
drkhan,male,Asian,40,40.0,40,abdominal pain,mild,0,0,0,0,0,1,73,1,0,1
drkhan,male,Asian,40,40.0,40,abdominal pain,moderate,0,0,0,0,0,0,52,1,0,0
drkhan,male,Asian,40,40.0,40,abdominal pain,severe,2,0,0,0,0,1,70,0,0,1
drkhan,male,Asian,40,40.0,40,dizziness,mild,0,0,0,0,0,1,72,2,0,1
drkhan,male,Asian,40,40.0,40,dizziness,moderate,0,0,0,0,0,0,85,3,0,1
drkhan,male,Asian,40,40.0,40,dizziness,severe,0,0,0,0,0,0,62,3,0,2
drkhan,male,Asian,40,40.0,40,back pain,mild,0,0,2,0,0,1,40,0,0,0
drkhan,male,Asian,40,40.0,40,back pain,moderate,0,0,2,0,0,0,50,0,0,0
drkhan,male,Asian,40,40.0,40,back pain,severe,0,0,2,0,0,0,55,0,0,1
drkhan,male,Asian,40,40.0,40,fatigue,mild,0,0,0,0,0,1,60,0,0,0
drkhan,male,Asian,40,40.0,40,fatigue,moderate,0,0,0,0,0,0,62,0,0,0
drkhan,male,Asian,40,40.0,40,fatigue,severe,0,0,0,0,0,0,72,0,0,1
drkhan,male,Asian,40,40.0,40,fever,mild,0,0,2,0,0,1,60,1,0,1
drkhan,male,Asian,40,40.0,40,fever,moderate,0,0,0,0,0,0,65,1,0,1
drkhan,male,Asian,40,40.0,40,fever,severe,2,0,2,0,0,1,65,3,0,2
drkhan,male,Asian,40,40.0,40,skin rash,mild,0,0,0,0,0,1,63,0,0,0
drkhan,male,Asian,40,40.0,40,skin rash,moderate,2,0,0,0,0,1,56,1,0,0
drkhan,male,Asian,40,40.0,40,skin rash,severe,0,0,1,0,0,0,74,1,0,1
drkhan,male,Asian,40,40.0,40,palpitations,mild,0,0,0,0,0,1,56,1,0,0
drkhan,male,Asian,40,40.0,40,palpitations,moderate,0,0,0,0,0,0,60,1,0,0
drkhan,male,Asian,40,40.0,40,palpitations,severe,3,2,0,0,0,1,75,4,0,3
drkhan,female,White,20,20.0,20,headache,moderate,0,0,2,0,0,0,45,0,0,0
drkhan,female,White,20,20.0,20,chest pain,mild,2,0,0,0,0,2,61,4,0,0
drkhan,female,White,20,20.0,20,shortness of breath,mild,2,0,0,0,0,2,63,2,0,0
drkhan,female,White,20,20.0,20,shortness of breath,moderate,3,2,0,0,0,2,58,2,0,1
drkhan,female,White,20,20.0,20,abdominal pain,mild,0,0,0,0,0,1,47,0,0,0
drkhan,female,White,20,20.0,20,abdominal pain,moderate,2,0,0,0,0,1,42,3,0,0
drkhan,female,White,20,20.0,20,abdominal pain,severe,0,0,2,0,0,0,64,3,0,1
drkhan,female,White,20,20.0,20,dizziness,mild,0,0,0,0,0,1,76,2,0,1
drkhan,female,White,20,20.0,20,dizziness,moderate,2,0,0,0,0,1,49,3,0,1
drkhan,female,White,20,20.0,20,dizziness,severe,0,0,0,0,0,0,55,1,0,1
drkhan,female,White,20,20.0,20,back pain,mild,0,0,0,0,0,1,48,0,0,0
drkhan,female,White,20,20.0,20,back pain,moderate,0,0,0,1,0,0,22,0,1,0
drkhan,female,White,20,20.0,20,back pain,severe,0,0,2,0,0,0,68,0,0,1
drkhan,female,White,20,20.0,20,fatigue,mild,0,0,0,0,1,1,62,0,0,0
drkhan,female,White,20,20.0,20,fatigue,moderate,0,0,0,0,0,0,77,0,0,0
drkhan,female,White,20,20.0,20,fatigue,severe,0,0,0,0,0,0,56,0,0,1
drkhan,female,White,20,20.0,20,fever,mild,0,0,2,0,0,1,63,1,0,1
drkhan,female,White,20,20.0,20,fever,moderate,0,0,2,0,0,0,68,1,0,0
drkhan,female,White,20,20.0,20,fever,severe,2,0,2,0,0,1,67,3,0,2
drkhan,female,White,20,20.0,20,skin rash,mild,0,0,0,0,0,1,69,1,0,0
drkhan,female,White,20,20.0,20,skin rash,moderate,0,0,1,0,0,0,52,0,0,0
drkhan,female,White,20,20.0,20,skin rash,severe,0,0,0,0,0,0,55,0,0,1
drkhan,female,White,20,20.0,20,palpitations,mild,0,0,0,0,0,1,43,1,0,0
drkhan,female,White,20,20.0,20,palpitations,moderate,0,0,0,0,0,0,59,3,0,1
drkhan,female,White,20,20.0,20,palpitations,severe,3,2,0,0,0,1,75,4,0,4
drkhan,male,Black,70,70.0,70,headache,moderate,0,0,2,0,0,0,59,2,0,1
drkhan,male,Black,70,70.0,70,chest pain,mild,3,2,0,0,0,2,71,3,0,2
drkhan,male,Black,70,70.0,70,shortness of breath,mild,0,2,0,0,0,1,60,2,0,1
drkhan,male,Black,70,70.0,70,shortness of breath,moderate,3,2,0,0,0,2,58,2,0,1
drkhan,male,Black,70,70.0,70,abdominal pain,mild,2,0,0,0,0,2,66,3,0,0
drkhan,male,Black,70,70.0,70,abdominal pain,moderate,3,2,0,0,0,2,65,0,0,2
drkhan,male,Black,70,70.0,70,dizziness,mild,0,0,0,0,0,1,66,1,0,0
drkhan,male,Black,70,70.0,70,dizziness,moderate,3,0,0,0,0,2,66,3,0,3
drkhan,male,Black,70,70.0,70,dizziness,severe,2,0,0,0,0,1,59,3,0,3
drkhan,male,Black,70,70.0,70,back pain,mild,0,0,0,0,0,1,59,0,0,0
drkhan,male,Black,70,70.0,70,back pain,moderate,0,0,2,0,0,0,59,0,0,0
drkhan,male,Black,70,70.0,70,back pain,severe,0,0,2,0,0,0,69,0,0,1
drkhan,male,Black,70,70.0,70,fatigue,mild,0,0,0,0,0,1,64,0,0,0
drkhan,male,Black,70,70.0,70,fatigue,moderate,0,0,0,0,0,0,64,2,0,0
drkhan,male,Black,70,70.0,70,fatigue,severe,0,0,0,0,0,0,54,0,0,1
drkhan,male,Black,70,70.0,70,fever,mild,2,0,2,0,0,2,59,3,0,1
drkhan,male,Black,70,70.0,70,fever,moderate,2,0,0,0,0,1,72,3,0,2
drkhan,male,Black,70,70.0,70,fever,severe,2,2,0,0,0,1,63,1,0,3
drkhan,male,Black,70,70.0,70,skin rash,mild,0,0,1,0,0,1,76,1,0,0
drkhan,male,Black,70,70.0,70,skin rash,moderate,0,0,1,0,0,0,58,0,0,0
drkhan,male,Black,70,70.0,70,skin rash,severe,2,2,0,0,0,1,72,0,0,3
drkhan,male,Black,70,70.0,70,palpitations,mild,0,0,0,0,0,1,60,1,0,0
drkhan,male,Black,70,70.0,70,palpitations,moderate,0,0,0,0,0,0,45,1,0,0
drkhan,male,Black,70,70.0,70,palpitations,severe,2,2,0,0,0,1,65,4,0,4
drkhan,female,Black,70,70.0,70,headache,moderate,0,0,2,0,0,0,63,0,0,0
drkhan,female,Black,70,70.0,70,chest pain,mild,3,2,0,0,0,2,77,3,0,3
drkhan,female,Black,70,70.0,70,shortness of breath,mild,2,0,0,0,0,2,59,4,0,1
drkhan,female,Black,70,70.0,70,shortness of breath,moderate,0,0,0,0,0,0,54,2,0,1
drkhan,female,Black,70,70.0,70,abdominal pain,moderate,0,0,0,0,0,0,57,3,0,1
drkhan,female,Black,70,70.0,70,dizziness,moderate,2,0,0,0,0,1,68,3,0,2
drkhan,female,Black,70,70.0,70,dizziness,severe,0,0,0,1,0,0,22,0,1,0
drkhan,female,Black,70,70.0,70,back pain,mild,0,0,0,0,0,1,66,0,0,0
drkhan,female,Black,70,70.0,70,back pain,moderate,0,0,2,0,0,0,66,0,0,0
drkhan,female,Black,70,70.0,70,fatigue,mild,0,0,0,1,0,1,22,0,1,0
drkhan,female,Black,70,70.0,70,fatigue,moderate,0,0,0,0,0,0,69,0,0,0
drkhan,female,White,20,20.0,20,shortness of breath,severe,3,2,1,0,2,1,68,2,0,3
drkhan,male,Black,70,70.0,70,shortness of breath,severe,0,0,0,1,0,0,22,0,1,0
drkhan,male,Black,70,70.0,70,abdominal pain,severe,3,2,0,0,1,1,53,0,0,5
drkhan,female,Black,70,70.0,70,shortness of breath,severe,3,2,0,0,0,1,66,2,0,4
drkhan,female,Black,70,70.0,70,abdominal pain,mild,2,0,0,0,0,2,73,2,0,0
drkhan,female,Black,70,70.0,70,abdominal pain,severe,3,2,0,0,0,1,77,3,0,5
drkhan,female,Black,70,70.0,70,dizziness,mild,0,0,0,0,0,1,69,3,0,0
drkhan,female,Black,70,70.0,70,back pain,severe,0,0,2,0,0,0,61,0,0,1
drkhan,female,Black,70,70.0,70,fatigue,severe,0,0,0,0,0,0,53,0,0,1
drkhan,female,Black,70,70.0,70,fever,mild,0,0,0,0,0,1,66,1,0,1
drkhan,female,Black,70,70.0,70,fever,moderate,2,0,0,0,0,1,79,3,0,2
drkhan,female,Black,70,70.0,70,fever,severe,0,2,0,0,2,0,68,1,0,2
drkhan,female,Black,70,70.0,70,skin rash,mild,0,0,1,0,0,1,67,1,0,0
drkhan,female,Black,70,70.0,70,skin rash,severe,2,0,0,0,0,1,71,0,0,1
drkhan,female,Black,70,70.0,70,palpitations,mild,2,0,0,0,0,2,67,4,0,0
drkhan,female,Black,70,70.0,70,palpitations,moderate,0,0,0,0,0,0,48,1,0,0
drkhan,female,Black,70,70.0,70,palpitations,severe,0,2,0,0,0,0,65,3,0,4
drkhan,female,Asian,40,40.0,40,headache,moderate,0,0,2,0,0,0,63,3,0,1
drkhan,female,Asian,40,40.0,40,shortness of breath,mild,2,0,0,0,0,2,70,3,0,1
drkhan,female,Black,70,70.0,70,skin rash,moderate,2,0,0,0,0,1,65,2,0,0
drkhan,female,Asian,40,40.0,40,chest pain,mild,3,2,0,0,0,2,67,4,0,1
drkhan,female,Asian,40,40.0,40,shortness of breath,severe,3,2,0,0,0,1,63,4,0,3
drkhan,female,Asian,40,40.0,40,abdominal pain,mild,0,0,0,0,0,1,32,0,0,0
drkhan,female,Asian,40,40.0,40,abdominal pain,moderate,0,0,0,0,0,0,63,1,0,0
drkhan,female,Asian,40,40.0,40,abdominal pain,severe,2,0,0,0,0,1,63,0,0,2
drkhan,female,Asian,40,40.0,40,dizziness,mild,0,0,0,0,0,1,73,1,0,0
drkhan,female,Asian,40,40.0,40,dizziness,moderate,0,0,0,0,0,0,81,3,0,0
drkhan,female,Asian,40,40.0,40,dizziness,severe,2,0,0,0,0,1,65,3,0,3
drkhan,female,Asian,40,40.0,40,back pain,mild,0,0,2,0,0,1,54,0,0,0
drkhan,female,Asian,40,40.0,40,back pain,moderate,0,0,2,0,0,0,66,0,0,0
drkhan,female,Asian,40,40.0,40,back pain,severe,0,0,2,0,0,0,63,0,0,1
drkhan,female,Asian,40,40.0,40,fatigue,mild,0,0,0,0,0,1,61,0,0,0
drkhan,female,Asian,40,40.0,40,fatigue,moderate,0,0,0,0,0,0,72,0,0,0
drkhan,female,Asian,40,40.0,40,fatigue,severe,0,0,0,0,0,0,64,0,0,1
drkhan,female,Asian,40,40.0,40,fever,mild,0,0,2,0,0,1,55,1,0,1
drkhan,female,Asian,40,40.0,40,fever,moderate,0,0,2,0,0,0,73,1,0,1
drkhan,female,Asian,40,40.0,40,fever,severe,2,0,2,0,0,1,66,3,0,2
drkhan,female,Asian,40,40.0,40,skin rash,mild,0,0,1,0,0,1,64,1,0,0
drkhan,female,Asian,40,40.0,40,skin rash,moderate,0,0,0,0,0,0,65,0,0,0
drkhan,female,Asian,40,40.0,40,skin rash,severe,0,0,1,0,0,0,59,0,0,2
drkhan,female,Asian,40,40.0,40,palpitations,mild,0,0,0,0,1,1,55,1,0,0
drkhan,female,Asian,40,40.0,40,palpitations,moderate,0,0,0,0,0,0,57,1,0,0
drkhan,female,Asian,40,40.0,40,palpitations,severe,3,2,0,0,1,1,66,4,0,2
drkhan,male,White,40,40.0,40,headache,moderate,0,0,2,0,0,0,50,0,0,0
drkhan,male,White,40,40.0,40,chest pain,mild,2,0,0,0,0,2,58,4,0,0
drkhan,male,White,40,40.0,40,shortness of breath,mild,2,0,0,0,0,2,65,2,0,2
drkhan,male,White,40,40.0,40,shortness of breath,moderate,2,0,0,0,0,1,60,4,0,1
drkhan,male,White,40,40.0,40,shortness of breath,severe,3,2,0,0,0,1,71,4,0,6
drkhan,male,White,40,40.0,40,abdominal pain,mild,0,0,0,0,0,1,49,0,0,0
drkhan,male,White,40,40.0,40,abdominal pain,moderate,0,0,0,0,0,0,60,1,0,0
drkhan,male,White,40,40.0,40,abdominal pain,severe,2,2,0,0,0,1,77,0,0,4
drkhan,male,White,40,40.0,40,dizziness,mild,2,0,0,0,0,2,59,3,0,1
drkhan,male,White,40,40.0,40,dizziness,moderate,0,0,0,0,0,0,74,3,0,1
drkhan,male,White,40,40.0,40,dizziness,severe,2,0,0,0,0,1,59,3,0,3
drkhan,male,White,40,40.0,40,back pain,mild,0,0,2,0,0,1,45,0,0,0
drkhan,male,White,40,40.0,40,back pain,moderate,0,0,2,0,0,0,43,0,0,0
drkhan,male,White,40,40.0,40,back pain,severe,0,0,0,0,0,0,60,0,0,1
drkhan,male,White,40,40.0,40,fatigue,mild,0,0,0,0,0,1,70,0,0,0
drkhan,male,White,40,40.0,40,fatigue,moderate,0,0,0,0,0,0,69,0,0,0
drkhan,male,White,40,40.0,40,fatigue,severe,0,0,0,0,0,0,65,0,0,1
drkhan,male,White,40,40.0,40,fever,mild,0,0,2,0,0,1,64,1,0,0
drkhan,male,White,40,40.0,40,fever,moderate,0,0,2,0,0,0,62,1,0,1
drkhan,male,White,40,40.0,40,fever,severe,2,0,2,0,0,1,78,3,0,3
drkhan,male,White,40,40.0,40,skin rash,mild,0,0,1,0,0,1,58,1,0,0
drkhan,male,White,40,40.0,40,skin rash,moderate,0,0,0,0,0,0,68,0,0,0
drkhan,male,White,40,40.0,40,skin rash,severe,0,0,1,0,0,0,71,0,0,1
drkhan,male,White,40,40.0,40,palpitations,mild,0,0,0,0,0,1,76,4,0,0
drkhan,male,White,40,40.0,40,palpitations,moderate,0,0,0,0,0,0,74,4,0,0
drkhan,male,White,40,40.0,40,palpitations,severe,3,2,0,0,0,1,51,4,0,2
drkhan,female,Hispanic,20,20.0,20,headache,moderate,0,0,2,0,0,0,77,0,0,0
drkhan,female,Hispanic,20,20.0,20,chest pain,mild,2,0,0,0,0,2,59,4,0,0
drkhan,female,Hispanic,20,20.0,20,shortness of breath,mild,2,0,0,0,0,2,61,3,0,2
drkhan,female,Hispanic,20,20.0,20,shortness of breath,moderate,3,2,0,0,0,2,57,2,0,1
drkhan,female,Hispanic,20,20.0,20,shortness of breath,severe,3,2,0,0,0,1,69,2,0,3
drkhan,female,Hispanic,20,20.0,20,abdominal pain,mild,0,0,0,0,0,1,35,0,0,0
drkhan,female,Hispanic,20,20.0,20,abdominal pain,moderate,0,0,0,0,0,0,59,1,0,0
drkhan,female,Hispanic,20,20.0,20,abdominal pain,severe,0,0,0,0,0,0,67,0,0,2
drkhan,female,Hispanic,20,20.0,20,dizziness,mild,0,0,0,0,0,1,61,1,0,0
drkhan,female,Hispanic,20,20.0,20,dizziness,moderate,2,0,0,0,0,1,65,3,0,1
drkhan,female,Hispanic,20,20.0,20,dizziness,severe,0,0,0,0,0,0,70,3,0,2
drkhan,female,Hispanic,20,20.0,20,back pain,mild,0,0,2,0,0,1,57,0,0,0
drkhan,female,Hispanic,20,20.0,20,back pain,moderate,0,0,2,0,0,0,48,0,0,0
drkhan,female,Hispanic,20,20.0,20,back pain,severe,0,0,2,0,0,0,65,0,0,1
drkhan,female,Hispanic,20,20.0,20,fatigue,mild,0,0,0,0,0,1,62,0,0,0
drkhan,female,Hispanic,20,20.0,20,fatigue,moderate,0,0,0,0,0,0,62,0,0,0
drkhan,female,Hispanic,20,20.0,20,fatigue,severe,0,0,0,0,0,0,61,0,0,1
drkhan,female,Hispanic,20,20.0,20,fever,mild,0,0,2,0,0,1,78,1,0,0
drkhan,female,Hispanic,20,20.0,20,fever,moderate,0,0,2,0,0,0,61,1,0,0
drkhan,female,Hispanic,20,20.0,20,fever,severe,0,0,2,0,0,0,65,3,0,2
drkhan,female,Hispanic,20,20.0,20,skin rash,mild,0,0,1,0,0,1,74,1,0,0
drkhan,female,Hispanic,20,20.0,20,skin rash,moderate,0,0,1,0,0,0,60,0,0,0
drkhan,female,Hispanic,20,20.0,20,skin rash,severe,0,0,0,0,0,0,71,1,0,1
drkhan,female,Hispanic,20,20.0,20,palpitations,mild,0,0,0,0,0,1,44,1,0,0
drkhan,female,Hispanic,20,20.0,20,palpitations,moderate,2,0,0,0,0,1,68,4,0,1
drkhan,female,Hispanic,20,20.0,20,palpitations,severe,2,0,0,0,0,1,71,3,0,1
drkhan,male,Arab,40,40.0,40,headache,moderate,0,0,2,0,0,0,64,2,0,1
drkhan,male,Arab,40,40.0,40,chest pain,mild,2,0,0,0,0,2,56,4,0,0
drkhan,male,Arab,40,40.0,40,shortness of breath,mild,2,0,0,0,0,2,57,4,0,2
drkhan,male,Arab,40,40.0,40,shortness of breath,moderate,2,0,0,0,0,1,56,4,0,1
drkhan,male,Arab,40,40.0,40,shortness of breath,severe,3,2,0,0,0,1,62,2,0,4
drkhan,male,Arab,40,40.0,40,abdominal pain,mild,0,0,0,0,0,1,63,1,0,0
drkhan,male,Arab,40,40.0,40,abdominal pain,moderate,0,0,0,0,0,0,54,1,0,0
drkhan,male,Arab,40,40.0,40,abdominal pain,severe,2,0,2,0,0,1,67,0,0,1
drkhan,male,Arab,40,40.0,40,dizziness,mild,0,0,0,0,0,1,83,2,0,1
drkhan,male,Arab,40,40.0,40,dizziness,moderate,2,0,0,0,0,1,64,3,0,1
drkhan,male,Arab,40,40.0,40,dizziness,severe,2,0,0,0,0,1,81,3,0,3
drkhan,male,Arab,40,40.0,40,back pain,mild,0,0,2,0,0,1,59,0,0,0
drkhan,male,Arab,40,40.0,40,back pain,moderate,0,0,2,0,0,0,102,0,0,0
drkhan,male,Arab,40,40.0,40,back pain,severe,0,0,0,0,0,0,71,2,0,1
drkhan,male,Arab,40,40.0,40,fatigue,mild,0,0,0,0,0,1,64,0,0,0
drkhan,male,Arab,40,40.0,40,fatigue,moderate,0,0,0,0,0,0,67,0,0,0
drkhan,male,Arab,40,40.0,40,fatigue,severe,0,0,0,0,0,0,64,0,0,1
drkhan,male,Arab,40,40.0,40,fever,mild,0,0,0,0,0,1,54,1,0,1
drkhan,male,Arab,40,40.0,40,fever,moderate,0,0,2,0,0,0,72,1,0,0
drkhan,male,Arab,40,40.0,40,fever,severe,2,0,2,0,0,1,66,3,0,2
drkhan,male,Arab,40,40.0,40,skin rash,mild,0,0,0,0,0,1,53,0,0,0
drkhan,male,Arab,40,40.0,40,skin rash,moderate,0,0,0,0,0,0,75,2,0,0
drkhan,male,Arab,40,40.0,40,skin rash,severe,0,0,1,0,0,0,68,0,0,2
drkhan,male,Arab,40,40.0,40,palpitations,mild,0,0,0,0,0,1,55,1,0,0
drkhan,male,Arab,40,40.0,40,palpitations,moderate,0,0,0,0,0,0,51,1,0,0
drkhan,male,Arab,40,40.0,40,palpitations,severe,2,2,0,0,0,1,61,1,0,4
drkhan,male,Arab,70,70.0,70,headache,moderate,0,0,2,0,0,0,74,0,0,0
drkhan,male,Arab,70,70.0,70,chest pain,mild,3,2,0,0,0,2,73,4,0,2
drkhan,male,Arab,70,70.0,70,shortness of breath,mild,2,0,0,0,0,2,50,4,0,2
drkhan,male,Arab,70,70.0,70,shortness of breath,moderate,2,0,0,0,0,1,73,3,0,1
drkhan,male,Arab,70,70.0,70,shortness of breath,severe,3,2,0,0,0,1,62,2,0,2
drkhan,male,Arab,70,70.0,70,abdominal pain,mild,0,0,0,0,0,1,55,1,0,0
drkhan,male,Arab,70,70.0,70,abdominal pain,moderate,2,0,0,0,0,1,74,0,0,0
drkhan,male,Arab,70,70.0,70,abdominal pain,severe,3,2,1,0,0,1,84,0,0,4
drkhan,male,Arab,70,70.0,70,dizziness,mild,0,0,0,0,0,1,57,1,0,0
drkhan,male,Arab,70,70.0,70,dizziness,moderate,0,0,0,0,0,0,67,1,0,0
drkhan,male,Arab,70,70.0,70,dizziness,severe,0,0,0,0,0,0,47,3,0,2
drkhan,male,Arab,70,70.0,70,back pain,mild,0,0,2,0,0,1,60,0,0,0
drkhan,male,Arab,70,70.0,70,back pain,moderate,0,0,2,0,0,0,74,0,0,0
drkhan,male,Arab,70,70.0,70,back pain,severe,0,0,2,0,0,0,69,0,0,1
drkhan,male,Arab,70,70.0,70,fatigue,mild,0,0,0,0,0,1,53,0,0,0
drkhan,male,Arab,70,70.0,70,fatigue,moderate,0,0,0,0,0,0,66,0,0,0
drkhan,male,Arab,70,70.0,70,fatigue,severe,0,0,0,0,0,0,69,0,0,1
drkhan,male,Arab,70,70.0,70,fever,mild,0,0,0,0,0,1,69,2,0,1
drkhan,male,Arab,70,70.0,70,fever,moderate,2,0,0,0,0,1,72,4,0,1
drkhan,male,Arab,70,70.0,70,fever,severe,2,0,2,0,0,1,62,3,0,2
drkhan,male,Arab,70,70.0,70,skin rash,mild,0,0,1,0,0,1,76,1,0,0
drkhan,male,Arab,70,70.0,70,skin rash,moderate,0,0,0,0,0,0,74,2,0,0
drkhan,male,Arab,70,70.0,70,skin rash,severe,2,0,0,0,0,1,73,1,0,1
drkhan,male,Arab,70,70.0,70,palpitations,mild,0,0,0,0,0,1,64,1,0,0
drkhan,male,Arab,70,70.0,70,palpitations,moderate,2,0,0,0,0,1,64,4,0,0
drkhan,male,Arab,70,70.0,70,palpitations,severe,2,2,0,0,0,1,54,1,0,3
drkhan,female,Arab,70,70.0,70,headache,moderate,0,0,2,0,0,0,62,3,0,0
drkhan,female,Arab,70,70.0,70,chest pain,mild,2,0,0,0,0,2,56,4,0,0
drkhan,female,Arab,70,70.0,70,shortness of breath,mild,2,0,0,0,0,2,59,2,0,1
drkhan,female,Arab,70,70.0,70,shortness of breath,moderate,2,0,0,0,0,1,55,4,0,1
drkhan,female,Arab,70,70.0,70,shortness of breath,severe,3,2,0,0,0,1,51,1,0,2
drkhan,female,Arab,70,70.0,70,abdominal pain,mild,0,0,0,0,0,1,63,1,0,0
drkhan,female,Arab,70,70.0,70,abdominal pain,moderate,0,0,0,0,0,0,53,1,0,0
drkhan,female,Arab,70,70.0,70,abdominal pain,severe,2,0,0,0,0,1,69,3,0,1
drkhan,female,Arab,70,70.0,70,dizziness,mild,0,0,0,0,0,1,69,3,0,0
drkhan,female,Arab,70,70.0,70,dizziness,moderate,0,0,0,0,0,0,58,2,0,1
drkhan,female,Arab,70,70.0,70,dizziness,severe,2,0,0,0,0,1,70,3,0,3
drkhan,female,Arab,70,70.0,70,back pain,mild,0,0,0,0,0,1,47,0,0,0
drkhan,female,Arab,70,70.0,70,back pain,moderate,0,0,0,0,0,0,67,0,0,0
drkhan,female,Arab,70,70.0,70,back pain,severe,0,0,2,0,0,0,74,0,0,1
drkhan,female,Arab,70,70.0,70,fatigue,mild,0,0,0,0,0,1,75,0,0,0
drkhan,female,Arab,70,70.0,70,fatigue,moderate,0,0,0,0,0,0,76,0,0,0
drkhan,female,Arab,70,70.0,70,fatigue,severe,0,0,0,0,0,0,68,0,0,1
drkhan,female,Arab,70,70.0,70,fever,mild,0,0,0,0,0,1,76,1,0,1
drkhan,female,Arab,70,70.0,70,fever,moderate,0,0,0,0,0,0,48,1,0,1
drkhan,female,Arab,70,70.0,70,fever,severe,2,0,2,0,0,1,72,3,0,2
drkhan,female,Arab,70,70.0,70,skin rash,mild,0,0,1,0,0,1,61,0,0,0
drkhan,female,Arab,70,70.0,70,skin rash,moderate,0,0,1,0,0,0,58,0,0,0
drkhan,female,Arab,70,70.0,70,skin rash,severe,0,0,1,0,0,0,60,0,0,2
drkhan,female,Arab,70,70.0,70,palpitations,mild,0,0,0,0,0,1,66,1,0,0
drkhan,female,Arab,70,70.0,70,palpitations,moderate,0,0,0,0,0,0,48,1,0,0
drkhan,female,Arab,70,70.0,70,palpitations,severe,0,2,0,0,0,0,75,1,0,2
drkhan,male,Black,20,20.0,20,headache,moderate,0,0,2,0,0,0,62,0,0,0
